"alpha"	"gamma"	"alphaM"	"gammaM"	"a"	"b"
37.3401	32.3765	37.32	32.4	37.32	32.4
37.338	32.3805	37.32	32.4	37.32	32.4
37.336	32.3845	37.32	32.4	37.32	32.4
37.3339	32.3886	37.32	32.4	37.32	32.4
37.3318	32.3926	37.32	32.4	37.32	32.4
37.3298	32.3967	37.32	32.4	37.32	32.4
37.3277	32.4007	37.32	32.4	37.32	32.4
37.3256	32.4047	37.32	32.4	37.32	32.4
37.3236	32.4088	37.32	32.4	37.32	32.4
37.3215	32.4128	37.32	32.4	37.32	32.4
37.3194	32.4168	37.32	32.4	37.32	32.4
37.3173	32.4209	37.32	32.4	37.32	32.4
37.3153	32.4249	37.32	32.4	37.32	32.4
37.3132	32.429	37.32	32.4	37.32	32.4
37.3111	32.433	37.32	32.46	37.32	32.46
37.3091	32.437	37.32	32.46	37.32	32.46
37.307	32.4411	37.32	32.46	37.32	32.46
37.3049	32.4451	37.32	32.46	37.32	32.46
37.3028	32.4491	37.32	32.46	37.32	32.46
37.3008	32.4532	37.32	32.46	37.32	32.46
37.2987	32.4572	37.32	32.46	37.32	32.46
37.2966	32.4612	37.32	32.46	37.32	32.46
37.2945	32.4653	37.32	32.46	37.32	32.46
37.2925	32.4693	37.32	32.46	37.32	32.46
37.2904	32.4733	37.32	32.46	37.32	32.46
37.2883	32.4774	37.26	32.46	37.26	32.46
37.2862	32.4814	37.26	32.46	37.26	32.46
37.2842	32.4854	37.26	32.46	37.26	32.46
37.2821	32.4895	37.26	32.46	37.26	32.46
37.28	32.4935	37.26	32.52	37.26	32.52
37.2779	32.4975	37.26	32.52	37.26	32.52
37.2759	32.5015	37.26	32.52	37.26	32.52
37.2738	32.5056	37.26	32.52	37.26	32.52
37.2717	32.5096	37.26	32.52	37.26	32.52
37.2696	32.5136	37.26	32.52	37.26	32.52
37.2676	32.5177	37.26	32.52	37.26	32.52
37.2655	32.5217	37.26	32.52	37.26	32.52
37.2634	32.5257	37.26	32.52	37.26	32.52
37.2613	32.5298	37.26	32.52	37.26	32.52
37.2593	32.5338	37.26	32.52	37.26	32.52
37.2572	32.5378	37.26	32.52	37.26	32.52
37.2551	32.5418	37.26	32.52	37.26	32.52
37.253	32.5459	37.26	32.52	37.26	32.52
37.2509	32.5499	37.26	32.52	37.26	32.52
37.2489	32.5539	37.26	32.58	37.26	32.58
37.2468	32.5579	37.26	32.58	37.26	32.58
37.2447	32.562	37.26	32.58	37.26	32.58
37.2426	32.566	37.26	32.58	37.26	32.58
37.2405	32.57	37.26	32.58	37.26	32.58
37.2385	32.574	37.26	32.58	37.26	32.58
37.2364	32.5781	37.26	32.58	37.26	32.58
37.2343	32.5821	37.26	32.58	37.26	32.58
37.2322	32.5861	37.26	32.58	37.26	32.58
37.2301	32.5901	37.26	32.58	37.26	32.58
37.2281	32.5942	37.2	32.58	37.2	32.58
37.226	32.5982	37.2	32.58	37.2	32.58
37.2239	32.6022	37.2	32.58	37.2	32.58
37.2218	32.6062	37.2	32.58	37.2	32.58
37.2197	32.6103	37.2	32.64	37.2	32.64
37.2176	32.6143	37.2	32.64	37.2	32.64
37.2156	32.6183	37.2	32.64	37.2	32.64
37.2135	32.6223	37.2	32.64	37.2	32.64
37.2114	32.6263	37.2	32.64	37.2	32.64
37.2093	32.6304	37.2	32.64	37.2	32.64
37.2072	32.6344	37.2	32.64	37.2	32.64
37.2052	32.6384	37.2	32.64	37.2	32.64
37.2031	32.6424	37.2	32.64	37.2	32.64
37.201	32.6464	37.2	32.64	37.2	32.64
37.1989	32.6505	37.2	32.64	37.2	32.64
37.1968	32.6545	37.2	32.64	37.2	32.64
37.1947	32.6585	37.2	32.64	37.2	32.64
37.1926	32.6625	37.2	32.64	37.2	32.64
37.1906	32.6665	37.2	32.64	37.2	32.64
37.1885	32.6706	37.2	32.7	37.2	32.7
37.1864	32.6746	37.2	32.7	37.2	32.7
37.1843	32.6786	37.2	32.7	37.2	32.7
37.1822	32.6826	37.2	32.7	37.2	32.7
37.1801	32.6866	37.2	32.7	37.2	32.7
37.178	32.6906	37.2	32.7	37.2	32.7
37.176	32.6947	37.2	32.7	37.2	32.7
37.1739	32.6987	37.2	32.7	37.2	32.7
37.1718	32.7027	37.2	32.7	37.2	32.7
37.1697	32.7067	37.14	32.7	37.14	32.7
37.1676	32.7107	37.14	32.7	37.14	32.7
37.1655	32.7147	37.14	32.7	37.14	32.7
37.1634	32.7187	37.14	32.7	37.14	32.7
37.1613	32.7228	37.14	32.7	37.14	32.7
37.1593	32.7268	37.14	32.7	37.14	32.7
37.1572	32.7308	37.14	32.76	37.14	32.76
37.1551	32.7348	37.14	32.76	37.14	32.76
37.153	32.7388	37.14	32.76	37.14	32.76
37.1509	32.7428	37.14	32.76	37.14	32.76
37.1488	32.7468	37.14	32.76	37.14	32.76
37.1467	32.7509	37.14	32.76	37.14	32.76
37.1446	32.7549	37.14	32.76	37.14	32.76
37.1425	32.7589	37.14	32.76	37.14	32.76
37.1404	32.7629	37.14	32.76	37.14	32.76
37.1384	32.7669	37.14	32.76	37.14	32.76
37.1363	32.7709	37.14	32.76	37.14	32.76
37.1342	32.7749	37.14	32.76	37.14	32.76
37.1321	32.7789	37.14	32.76	37.14	32.76
37.13	32.7829	37.14	32.76	37.14	32.76
37.1279	32.7869	37.14	32.76	37.14	32.76
37.1258	32.791	37.14	32.82	37.14	32.82
37.1237	32.795	37.14	32.82	37.14	32.82
37.1216	32.799	37.14	32.82	37.14	32.82
37.1195	32.803	37.14	32.82	37.14	32.82
37.1174	32.807	37.14	32.82	37.14	32.82
37.1153	32.811	37.14	32.82	37.14	32.82
37.1132	32.815	37.14	32.82	37.14	32.82
37.1111	32.819	37.14	32.82	37.14	32.82
37.1091	32.823	37.08	32.82	37.08	32.82
37.107	32.827	37.08	32.82	37.08	32.82
37.1049	32.831	37.08	32.82	37.08	32.82
37.1028	32.835	37.08	32.82	37.08	32.82
37.1007	32.839	37.08	32.82	37.08	32.82
37.0986	32.843	37.08	32.82	37.08	32.82
37.0965	32.847	37.08	32.82	37.08	32.82
37.0944	32.8511	37.08	32.88	37.08	32.88
37.0923	32.8551	37.08	32.88	37.08	32.88
37.0902	32.8591	37.08	32.88	37.08	32.88
37.0881	32.8631	37.08	32.88	37.08	32.88
37.086	32.8671	37.08	32.88	37.08	32.88
37.0839	32.8711	37.08	32.88	37.08	32.88
37.0818	32.8751	37.08	32.88	37.08	32.88
37.0797	32.8791	37.08	32.88	37.08	32.88
37.0776	32.8831	37.08	32.88	37.08	32.88
37.0755	32.8871	37.08	32.88	37.08	32.88
37.0734	32.8911	37.08	32.88	37.08	32.88
37.0713	32.8951	37.08	32.88	37.08	32.88
37.0692	32.8991	37.08	32.88	37.08	32.88
37.0671	32.9031	37.08	32.88	37.08	32.88
37.065	32.9071	37.08	32.88	37.08	32.88
37.0629	32.9111	37.08	32.94	37.08	32.94
37.0608	32.9151	37.08	32.94	37.08	32.94
37.0587	32.9191	37.08	32.94	37.08	32.94
37.0566	32.9231	37.08	32.94	37.08	32.94
37.0545	32.9271	37.08	32.94	37.08	32.94
37.0524	32.9311	37.08	32.94	37.08	32.94
37.0503	32.9351	37.08	32.94	37.08	32.94
37.0482	32.9391	37.02	32.94	37.02	32.94
37.0461	32.9431	37.02	32.94	37.02	32.94
37.044	32.9471	37.02	32.94	37.02	32.94
37.0419	32.9511	37.02	32.94	37.02	32.94
37.0398	32.9551	37.02	32.94	37.02	32.94
37.0377	32.9591	37.02	32.94	37.02	32.94
37.0356	32.9631	37.02	32.94	37.02	32.94
37.0335	32.9671	37.02	32.94	37.02	32.94
37.0314	32.971	37.02	33	37.02	33
37.0293	32.975	37.02	33	37.02	33
37.0272	32.979	37.02	33	37.02	33
37.0251	32.983	37.02	33	37.02	33
37.023	32.987	37.02	33	37.02	33
37.0209	32.991	37.02	33	37.02	33
37.0188	32.995	37.02	33	37.02	33
37.0167	32.999	37.02	33	37.02	33
37.0146	33.003	37.02	33	37.02	33
37.0125	33.007	37.02	33	37.02	33
37.0104	33.011	37.02	33	37.02	33
37.0083	33.015	37.02	33	37.02	33
37.0062	33.019	37.02	33	37.02	33
37.0041	33.023	37.02	33	37.02	33
37.0019	33.027	37.02	33	37.02	33
36.9998	33.0309	37.02	33.06	37.02	33.06
36.9977	33.0349	37.02	33.06	37.02	33.06
36.9956	33.0389	37.02	33.06	37.02	33.06
36.9935	33.0429	37.02	33.06	37.02	33.06
36.9914	33.0469	37.02	33.06	37.02	33.06
36.9893	33.0509	36.96	33.06	36.96	33.06
36.9872	33.0549	36.96	33.06	36.96	33.06
36.9851	33.0589	36.96	33.06	36.96	33.06
36.983	33.0629	36.96	33.06	36.96	33.06
36.9809	33.0669	36.96	33.06	36.96	33.06
36.9788	33.0708	36.96	33.06	36.96	33.06
36.9767	33.0748	36.96	33.06	36.96	33.06
36.9746	33.0788	36.96	33.06	36.96	33.06
36.9724	33.0828	36.96	33.06	36.96	33.06
36.9703	33.0868	36.96	33.06	36.96	33.06
36.9682	33.0908	36.96	33.12	36.96	33.12
36.9661	33.0948	36.96	33.12	36.96	33.12
36.964	33.0988	36.96	33.12	36.96	33.12
36.9619	33.1027	36.96	33.12	36.96	33.12
36.9598	33.1067	36.96	33.12	36.96	33.12
36.9577	33.1107	36.96	33.12	36.96	33.12
36.9556	33.1147	36.96	33.12	36.96	33.12
36.9535	33.1187	36.96	33.12	36.96	33.12
36.9513	33.1227	36.96	33.12	36.96	33.12
36.9492	33.1266	36.96	33.12	36.96	33.12
36.9471	33.1306	36.96	33.12	36.96	33.12
36.945	33.1346	36.96	33.12	36.96	33.12
36.9429	33.1386	36.96	33.12	36.96	33.12
36.9408	33.1426	36.96	33.12	36.96	33.12
36.9387	33.1466	36.96	33.12	36.96	33.12
36.9366	33.1505	36.96	33.18	36.96	33.18
36.9344	33.1545	36.96	33.18	36.96	33.18
36.9323	33.1585	36.96	33.18	36.96	33.18
36.9302	33.1625	36.96	33.18	36.96	33.18
36.9281	33.1665	36.9	33.18	36.9	33.18
36.926	33.1704	36.9	33.18	36.9	33.18
36.9239	33.1744	36.9	33.18	36.9	33.18
36.9218	33.1784	36.9	33.18	36.9	33.18
36.9196	33.1824	36.9	33.18	36.9	33.18
36.9175	33.1864	36.9	33.18	36.9	33.18
36.9154	33.1903	36.9	33.18	36.9	33.18
36.9133	33.1943	36.9	33.18	36.9	33.18
36.9112	33.1983	36.9	33.18	36.9	33.18
36.9091	33.2023	36.9	33.18	36.9	33.18
36.907	33.2063	36.9	33.18	36.9	33.18
36.9048	33.2102	36.9	33.24	36.9	33.24
36.9027	33.2142	36.9	33.24	36.9	33.24
36.9006	33.2182	36.9	33.24	36.9	33.24
36.8985	33.2222	36.9	33.24	36.9	33.24
36.8964	33.2261	36.9	33.24	36.9	33.24
36.8943	33.2301	36.9	33.24	36.9	33.24
36.8921	33.2341	36.9	33.24	36.9	33.24
36.89	33.2381	36.9	33.24	36.9	33.24
36.8879	33.2421	36.9	33.24	36.9	33.24
36.8858	33.246	36.9	33.24	36.9	33.24
36.8837	33.25	36.9	33.24	36.9	33.24
36.8815	33.254	36.9	33.24	36.9	33.24
36.8794	33.2579	36.9	33.24	36.9	33.24
36.8773	33.2619	36.9	33.24	36.9	33.24
36.8752	33.2659	36.9	33.24	36.9	33.24
36.8731	33.2699	36.9	33.24	36.9	33.24
36.8709	33.2738	36.9	33.3	36.9	33.3
36.8688	33.2778	36.84	33.3	36.84	33.3
36.8667	33.2818	36.84	33.3	36.84	33.3
36.8646	33.2858	36.84	33.3	36.84	33.3
36.8625	33.2897	36.84	33.3	36.84	33.3
36.8603	33.2937	36.84	33.3	36.84	33.3
36.8582	33.2977	36.84	33.3	36.84	33.3
36.8561	33.3016	36.84	33.3	36.84	33.3
36.854	33.3056	36.84	33.3	36.84	33.3
36.8519	33.3096	36.84	33.3	36.84	33.3
36.8497	33.3136	36.84	33.3	36.84	33.3
36.8476	33.3175	36.84	33.3	36.84	33.3
36.8455	33.3215	36.84	33.3	36.84	33.3
36.8434	33.3255	36.84	33.3	36.84	33.3
36.8413	33.3294	36.84	33.3	36.84	33.3
36.8391	33.3334	36.84	33.36	36.84	33.36
36.837	33.3374	36.84	33.36	36.84	33.36
36.8349	33.3413	36.84	33.36	36.84	33.36
36.8328	33.3453	36.84	33.36	36.84	33.36
36.8306	33.3493	36.84	33.36	36.84	33.36
36.8285	33.3532	36.84	33.36	36.84	33.36
36.8264	33.3572	36.84	33.36	36.84	33.36
36.8243	33.3612	36.84	33.36	36.84	33.36
36.8221	33.3651	36.84	33.36	36.84	33.36
36.82	33.3691	36.84	33.36	36.84	33.36
36.8179	33.3731	36.84	33.36	36.84	33.36
36.8158	33.377	36.84	33.36	36.84	33.36
36.8136	33.381	36.84	33.36	36.84	33.36
36.8115	33.385	36.84	33.36	36.84	33.36
36.8094	33.3889	36.78	33.36	36.78	33.36
36.8073	33.3929	36.78	33.42	36.78	33.42
36.8051	33.3969	36.78	33.42	36.78	33.42
36.803	33.4008	36.78	33.42	36.78	33.42
36.8009	33.4048	36.78	33.42	36.78	33.42
36.7987	33.4087	36.78	33.42	36.78	33.42
36.7966	33.4127	36.78	33.42	36.78	33.42
36.7945	33.4167	36.78	33.42	36.78	33.42
36.7924	33.4206	36.78	33.42	36.78	33.42
36.7902	33.4246	36.78	33.42	36.78	33.42
36.7881	33.4286	36.78	33.42	36.78	33.42
36.786	33.4325	36.78	33.42	36.78	33.42
36.7839	33.4365	36.78	33.42	36.78	33.42
36.7817	33.4404	36.78	33.42	36.78	33.42
36.7796	33.4444	36.78	33.42	36.78	33.42
36.7775	33.4484	36.78	33.42	36.78	33.42
36.7753	33.4523	36.78	33.48	36.78	33.48
36.7732	33.4563	36.78	33.48	36.78	33.48
36.7711	33.4602	36.78	33.48	36.78	33.48
36.7689	33.4642	36.78	33.48	36.78	33.48
36.7668	33.4682	36.78	33.48	36.78	33.48
36.7647	33.4721	36.78	33.48	36.78	33.48
36.7625	33.4761	36.78	33.48	36.78	33.48
36.7604	33.48	36.78	33.48	36.78	33.48
36.7583	33.484	36.78	33.48	36.78	33.48
36.7562	33.4879	36.78	33.48	36.78	33.48
36.754	33.4919	36.78	33.48	36.78	33.48
36.7519	33.4959	36.78	33.48	36.78	33.48
36.7498	33.4998	36.72	33.48	36.72	33.48
36.7476	33.5038	36.72	33.48	36.72	33.48
36.7455	33.5077	36.72	33.48	36.72	33.48
36.7434	33.5117	36.72	33.54	36.72	33.54
36.7412	33.5156	36.72	33.54	36.72	33.54
36.7391	33.5196	36.72	33.54	36.72	33.54
36.737	33.5235	36.72	33.54	36.72	33.54
36.7348	33.5275	36.72	33.54	36.72	33.54
36.7327	33.5314	36.72	33.54	36.72	33.54
36.7306	33.5354	36.72	33.54	36.72	33.54
36.7284	33.5394	36.72	33.54	36.72	33.54
36.7263	33.5433	36.72	33.54	36.72	33.54
36.7242	33.5473	36.72	33.54	36.72	33.54
36.722	33.5512	36.72	33.54	36.72	33.54
36.7199	33.5552	36.72	33.54	36.72	33.54
36.7177	33.5591	36.72	33.54	36.72	33.54
36.7156	33.5631	36.72	33.54	36.72	33.54
36.7135	33.567	36.72	33.54	36.72	33.54
36.7113	33.571	36.72	33.6	36.72	33.6
36.7092	33.5749	36.72	33.6	36.72	33.6
36.7071	33.5789	36.72	33.6	36.72	33.6
36.7049	33.5828	36.72	33.6	36.72	33.6
36.7028	33.5868	36.72	33.6	36.72	33.6
36.7007	33.5907	36.72	33.6	36.72	33.6
36.6985	33.5947	36.72	33.6	36.72	33.6
36.6964	33.5986	36.72	33.6	36.72	33.6
36.6942	33.6026	36.72	33.6	36.72	33.6
36.6921	33.6065	36.72	33.6	36.72	33.6
36.69	33.6105	36.66	33.6	36.72	33.6
36.6878	33.6144	36.66	33.6	36.66	33.6
36.6857	33.6184	36.66	33.6	36.66	33.6
36.6835	33.6223	36.66	33.6	36.66	33.6
36.6814	33.6262	36.66	33.6	36.66	33.6
36.6793	33.6302	36.66	33.66	36.66	33.66
36.6771	33.6341	36.66	33.66	36.66	33.66
36.675	33.6381	36.66	33.66	36.66	33.66
36.6728	33.642	36.66	33.66	36.66	33.66
36.6707	33.646	36.66	33.66	36.66	33.66
36.6686	33.6499	36.66	33.66	36.66	33.66
36.6664	33.6539	36.66	33.66	36.66	33.66
36.6643	33.6578	36.66	33.66	36.66	33.66
36.6621	33.6618	36.66	33.66	36.66	33.66
36.66	33.6657	36.66	33.66	36.66	33.66
36.6579	33.6696	36.66	33.66	36.66	33.66
36.6557	33.6736	36.66	33.66	36.66	33.66
36.6536	33.6775	36.66	33.66	36.66	33.66
36.6514	33.6815	36.66	33.66	36.66	33.66
36.6493	33.6854	36.66	33.66	36.66	33.66
36.6471	33.6894	36.66	33.66	36.66	33.66
36.645	33.6933	36.66	33.72	36.66	33.72
36.6429	33.6972	36.66	33.72	36.66	33.72
36.6407	33.7012	36.66	33.72	36.66	33.72
36.6386	33.7051	36.66	33.72	36.66	33.72
36.6364	33.7091	36.66	33.72	36.66	33.72
36.6343	33.713	36.66	33.72	36.66	33.72
36.6321	33.7169	36.66	33.72	36.66	33.72
36.63	33.7209	36.66	33.72	36.66	33.72
36.6278	33.7248	36.6	33.72	36.6	33.72
36.6257	33.7288	36.6	33.72	36.6	33.72
36.6236	33.7327	36.6	33.72	36.6	33.72
36.6214	33.7366	36.6	33.72	36.6	33.72
36.6193	33.7406	36.6	33.72	36.6	33.72
36.6171	33.7445	36.6	33.72	36.6	33.72
36.615	33.7484	36.6	33.72	36.6	33.72
36.6128	33.7524	36.6	33.78	36.6	33.78
36.6107	33.7563	36.6	33.78	36.6	33.78
36.6085	33.7603	36.6	33.78	36.6	33.78
36.6064	33.7642	36.6	33.78	36.6	33.78
36.6042	33.7681	36.6	33.78	36.6	33.78
36.6021	33.7721	36.6	33.78	36.6	33.78
36.5999	33.776	36.6	33.78	36.6	33.78
36.5978	33.7799	36.6	33.78	36.6	33.78
36.5956	33.7839	36.6	33.78	36.6	33.78
36.5935	33.7878	36.6	33.78	36.6	33.78
36.5913	33.7917	36.6	33.78	36.6	33.78
36.5892	33.7957	36.6	33.78	36.6	33.78
36.587	33.7996	36.6	33.78	36.6	33.78
36.5849	33.8035	36.6	33.78	36.6	33.78
36.5827	33.8075	36.6	33.78	36.6	33.78
36.5806	33.8114	36.6	33.84	36.6	33.84
36.5784	33.8153	36.6	33.84	36.6	33.84
36.5763	33.8193	36.6	33.84	36.6	33.84
36.5741	33.8232	36.6	33.84	36.6	33.84
36.572	33.8271	36.6	33.84	36.6	33.84
36.5698	33.8311	36.54	33.84	36.54	33.84
36.5677	33.835	36.54	33.84	36.54	33.84
36.5655	33.8389	36.54	33.84	36.54	33.84
36.5634	33.8428	36.54	33.84	36.54	33.84
36.5612	33.8468	36.54	33.84	36.54	33.84
36.5591	33.8507	36.54	33.84	36.54	33.84
36.5569	33.8546	36.54	33.84	36.54	33.84
36.5548	33.8586	36.54	33.84	36.54	33.84
36.5526	33.8625	36.54	33.84	36.54	33.84
36.5505	33.8664	36.54	33.84	36.54	33.84
36.5483	33.8704	36.54	33.9	36.54	33.9
36.5462	33.8743	36.54	33.9	36.54	33.9
36.544	33.8782	36.54	33.9	36.54	33.9
36.5419	33.8821	36.54	33.9	36.54	33.9
36.5397	33.8861	36.54	33.9	36.54	33.9
36.5376	33.89	36.54	33.9	36.54	33.9
36.5354	33.8939	36.54	33.9	36.54	33.9
36.5332	33.8978	36.54	33.9	36.54	33.9
36.5311	33.9018	36.54	33.9	36.54	33.9
36.5289	33.9057	36.54	33.9	36.54	33.9
36.5268	33.9096	36.54	33.9	36.54	33.9
36.5246	33.9135	36.54	33.9	36.54	33.9
36.5225	33.9175	36.54	33.9	36.54	33.9
36.5203	33.9214	36.54	33.9	36.54	33.9
36.5182	33.9253	36.54	33.9	36.54	33.9
36.516	33.9292	36.54	33.9	36.54	33.9
36.5138	33.9332	36.54	33.96	36.54	33.96
36.5117	33.9371	36.54	33.96	36.54	33.96
36.5095	33.941	36.48	33.96	36.48	33.96
36.5074	33.9449	36.48	33.96	36.48	33.96
36.5052	33.9489	36.48	33.96	36.48	33.96
36.5031	33.9528	36.48	33.96	36.48	33.96
36.5009	33.9567	36.48	33.96	36.48	33.96
36.4987	33.9606	36.48	33.96	36.48	33.96
36.4966	33.9645	36.48	33.96	36.48	33.96
36.4944	33.9685	36.48	33.96	36.48	33.96
36.4923	33.9724	36.48	33.96	36.48	33.96
36.4901	33.9763	36.48	33.96	36.48	33.96
36.4879	33.9802	36.48	33.96	36.48	33.96
36.4858	33.9841	36.48	33.96	36.48	33.96
36.4836	33.9881	36.48	33.96	36.48	33.96
36.4815	33.992	36.48	34.02	36.48	34.02
36.4793	33.9959	36.48	34.02	36.48	34.02
36.4771	33.9998	36.48	34.02	36.48	34.02
36.475	34.0037	36.48	34.02	36.48	34.02
36.4728	34.0077	36.48	34.02	36.48	34.02
36.4707	34.0116	36.48	34.02	36.48	34.02
36.4685	34.0155	36.48	34.02	36.48	34.02
36.4663	34.0194	36.48	34.02	36.48	34.02
36.4642	34.0233	36.48	34.02	36.48	34.02
36.462	34.0272	36.48	34.02	36.48	34.02
36.4599	34.0312	36.48	34.02	36.48	34.02
36.4577	34.0351	36.48	34.02	36.48	34.02
36.4555	34.039	36.48	34.02	36.48	34.02
36.4534	34.0429	36.48	34.02	36.48	34.02
36.4512	34.0468	36.48	34.02	36.48	34.02
36.449	34.0507	36.42	34.08	36.42	34.08
36.4469	34.0546	36.42	34.08	36.42	34.08
36.4447	34.0586	36.42	34.08	36.42	34.08
36.4425	34.0625	36.42	34.08	36.42	34.08
36.4404	34.0664	36.42	34.08	36.42	34.08
36.4382	34.0703	36.42	34.08	36.42	34.08
36.4361	34.0742	36.42	34.08	36.42	34.08
36.4339	34.0781	36.42	34.08	36.42	34.08
36.4317	34.082	36.42	34.08	36.42	34.08
36.4296	34.0859	36.42	34.08	36.42	34.08
36.4274	34.0899	36.42	34.08	36.42	34.08
36.4252	34.0938	36.42	34.08	36.42	34.08
36.4231	34.0977	36.42	34.08	36.42	34.08
36.4209	34.1016	36.42	34.08	36.42	34.08
36.4187	34.1055	36.42	34.08	36.42	34.08
36.4166	34.1094	36.42	34.08	36.42	34.08
36.4144	34.1133	36.42	34.14	36.42	34.14
36.4122	34.1172	36.42	34.14	36.42	34.14
36.4101	34.1211	36.42	34.14	36.42	34.14
36.4079	34.125	36.42	34.14	36.42	34.14
36.4057	34.129	36.42	34.14	36.42	34.14
36.4036	34.1329	36.42	34.14	36.42	34.14
36.4014	34.1368	36.42	34.14	36.42	34.14
36.3992	34.1407	36.42	34.14	36.42	34.14
36.3971	34.1446	36.42	34.14	36.42	34.14
36.3949	34.1485	36.42	34.14	36.42	34.14
36.3927	34.1524	36.42	34.14	36.42	34.14
36.3905	34.1563	36.42	34.14	36.42	34.14
36.3884	34.1602	36.36	34.14	36.36	34.14
36.3862	34.1641	36.36	34.14	36.36	34.14
36.384	34.168	36.36	34.14	36.36	34.14
36.3819	34.1719	36.36	34.2	36.36	34.2
36.3797	34.1758	36.36	34.2	36.36	34.2
36.3775	34.1797	36.36	34.2	36.36	34.2
36.3754	34.1836	36.36	34.2	36.36	34.2
36.3732	34.1875	36.36	34.2	36.36	34.2
36.371	34.1915	36.36	34.2	36.36	34.2
36.3688	34.1954	36.36	34.2	36.36	34.2
36.3667	34.1993	36.36	34.2	36.36	34.2
36.3645	34.2032	36.36	34.2	36.36	34.2
36.3623	34.2071	36.36	34.2	36.36	34.2
36.3602	34.211	36.36	34.2	36.36	34.2
36.358	34.2149	36.36	34.2	36.36	34.2
36.3558	34.2188	36.36	34.2	36.36	34.2
36.3536	34.2227	36.36	34.2	36.36	34.2
36.3515	34.2266	36.36	34.2	36.36	34.2
36.3493	34.2305	36.36	34.26	36.36	34.26
36.3471	34.2344	36.36	34.26	36.36	34.26
36.3449	34.2383	36.36	34.26	36.36	34.26
36.3428	34.2422	36.36	34.26	36.36	34.26
36.3406	34.2461	36.36	34.26	36.36	34.26
36.3384	34.25	36.36	34.26	36.36	34.26
36.3362	34.2539	36.36	34.26	36.36	34.26
36.3341	34.2578	36.36	34.26	36.36	34.26
36.3319	34.2617	36.36	34.26	36.36	34.26
36.3297	34.2656	36.3	34.26	36.3	34.26
36.3275	34.2695	36.3	34.26	36.3	34.26
36.3254	34.2734	36.3	34.26	36.3	34.26
36.3232	34.2773	36.3	34.26	36.3	34.26
36.321	34.2812	36.3	34.26	36.3	34.26
36.3188	34.2851	36.3	34.26	36.3	34.26
36.3167	34.289	36.3	34.26	36.3	34.26
36.3145	34.2929	36.3	34.32	36.3	34.32
36.3123	34.2967	36.3	34.32	36.3	34.32
36.3101	34.3006	36.3	34.32	36.3	34.32
36.308	34.3045	36.3	34.32	36.3	34.32
36.3058	34.3084	36.3	34.32	36.3	34.32
36.3036	34.3123	36.3	34.32	36.3	34.32
36.3014	34.3162	36.3	34.32	36.3	34.32
36.2992	34.3201	36.3	34.32	36.3	34.32
36.2971	34.324	36.3	34.32	36.3	34.32
36.2949	34.3279	36.3	34.32	36.3	34.32
36.2927	34.3318	36.3	34.32	36.3	34.32
36.2905	34.3357	36.3	34.32	36.3	34.32
36.2884	34.3396	36.3	34.32	36.3	34.32
36.2862	34.3435	36.3	34.32	36.3	34.32
36.284	34.3474	36.3	34.32	36.3	34.32
36.2818	34.3513	36.3	34.38	36.3	34.38
36.2796	34.3551	36.3	34.38	36.3	34.38
36.2775	34.359	36.3	34.38	36.3	34.38
36.2753	34.3629	36.3	34.38	36.3	34.38
36.2731	34.3668	36.3	34.38	36.3	34.38
36.2709	34.3707	36.3	34.38	36.3	34.38
36.2687	34.3746	36.24	34.38	36.24	34.38
36.2665	34.3785	36.24	34.38	36.24	34.38
36.2644	34.3824	36.24	34.38	36.24	34.38
36.2622	34.3863	36.24	34.38	36.24	34.38
36.26	34.3902	36.24	34.38	36.24	34.38
36.2578	34.394	36.24	34.38	36.24	34.38
36.2556	34.3979	36.24	34.38	36.24	34.38
36.2535	34.4018	36.24	34.38	36.24	34.38
36.2513	34.4057	36.24	34.38	36.24	34.38
36.2491	34.4096	36.24	34.38	36.24	34.38
36.2469	34.4135	36.24	34.44	36.24	34.44
36.2447	34.4174	36.24	34.44	36.24	34.44
36.2425	34.4213	36.24	34.44	36.24	34.44
36.2404	34.4251	36.24	34.44	36.24	34.44
36.2382	34.429	36.24	34.44	36.24	34.44
36.236	34.4329	36.24	34.44	36.24	34.44
36.2338	34.4368	36.24	34.44	36.24	34.44
36.2316	34.4407	36.24	34.44	36.24	34.44
36.2294	34.4446	36.24	34.44	36.24	34.44
36.2272	34.4485	36.24	34.44	36.24	34.44
36.2251	34.4523	36.24	34.44	36.24	34.44
36.2229	34.4562	36.24	34.44	36.24	34.44
36.2207	34.4601	36.24	34.44	36.24	34.44
36.2185	34.464	36.24	34.44	36.24	34.44
36.2163	34.4679	36.24	34.44	36.24	34.44
36.2141	34.4718	36.24	34.5	36.24	34.5
36.2119	34.4756	36.24	34.5	36.24	34.5
36.2098	34.4795	36.18	34.5	36.18	34.5
36.2076	34.4834	36.18	34.5	36.18	34.5
36.2054	34.4873	36.18	34.5	36.18	34.5
36.2032	34.4912	36.18	34.5	36.18	34.5
36.201	34.495	36.18	34.5	36.18	34.5
36.1988	34.4989	36.18	34.5	36.18	34.5
36.1966	34.5028	36.18	34.5	36.18	34.5
36.1944	34.5067	36.18	34.5	36.18	34.5
36.1922	34.5106	36.18	34.5	36.18	34.5
36.1901	34.5144	36.18	34.5	36.18	34.5
36.1879	34.5183	36.18	34.5	36.18	34.5
36.1857	34.5222	36.18	34.5	36.18	34.5
36.1835	34.5261	36.18	34.5	36.18	34.5
